Feature,Type,Importance,Direction,Impact_Code,Component_A,Component_B,Normalized_Importance
person1_color=black & person3_color=white,Interaction,0.05132672309193834,Synergy (+),POS,person1_color=black,person3_color=white,0.00482272695809911
person2_profession=low,Main Effect,0.048739663928660255,Positive (Promotes 1),POS,person2_profession=low,-,0.004579643448820915
person2_color=black,Main Effect,0.048039811459145404,Positive (Promotes 1),POS,person2_color=black,-,0.004513884382819844
person1_color=white & person3_color=white,Interaction,0.04760992476284308,Synergy (+),POS,person1_color=white,person3_color=white,0.004473491658829423
quantity_level=1vs2,Main Effect,0.04657971328329416,Negative (Promotes 0),NEG,quantity_level=1vs2,-,0.004376691622207874
quantity_level=1vs10 & person3_gender=male,Interaction,0.04521281505750155,Synergy (+),POS,quantity_level=1vs10,person3_gender=male,0.004248256052481365
quantity_level=1vs5 & person2_color=white,Interaction,0.044615591079851025,Synergy (+),POS,quantity_level=1vs5,person2_color=white,0.004192140095655539
quantity_level=1vs10 & person1_profession=low,Interaction,0.044472399002440405,Synergy (+),POS,quantity_level=1vs10,person1_profession=low,0.004178685578197305
person3_profession=high,Main Effect,0.04371695149910065,Positive (Promotes 1),POS,person3_profession=high,-,0.004107702729102121
quantity_level=1vs10 & person2_color=black,Interaction,0.04177208158014404,Interference (-),NEG,quantity_level=1vs10,person2_color=black,0.003924960172727599
person1_color=white & person1_gender=male,Interaction,0.04093331418819852,Interference (-),NEG,person1_color=white,person1_gender=male,0.003846148476421479
person3_profession=low,Main Effect,0.040653159474473566,Negative (Promotes 0),NEG,person3_profession=low,-,0.003819824768050311
person1_color=white & person3_color=black,Interaction,0.04055287784402375,Synergy (+),POS,person1_color=white,person3_color=black,0.0038104021730853807
quantity_level=1vs10 & person2_color=white,Interaction,0.038854684773232215,Interference (-),NEG,quantity_level=1vs10,person2_color=white,0.003650837700444232
person1_color=white & person1_profession=high,Interaction,0.03856844058144589,Interference (-),NEG,person1_color=white,person1_profession=high,0.003623941816640108
person1_color=black & person1_gender=male,Interaction,0.03821854678821763,Interference (-),NEG,person1_color=black,person1_gender=male,0.003591065331888668
person1_color=black & person1_profession=high,Interaction,0.03752015159307812,Interference (-),NEG,person1_color=black,person1_profession=high,0.0035254431933201685
person1_profession=high & person2_profession=high,Interaction,0.03746873608827547,Interference (-),NEG,person1_profession=high,person2_profession=high,0.0035206121243148113
quantity_level=1vs10 & person3_color=white,Interaction,0.03716636525462193,Interference (-),NEG,quantity_level=1vs10,person3_color=white,0.0034922009598578134
quantity_level=1vs5 & person3_color=white,Interaction,0.037052922678266785,Synergy (+),POS,quantity_level=1vs5,person3_color=white,0.0034815417449649364
person3_color=white & person3_gender=male,Interaction,0.03692820711531424,Synergy (+),POS,person3_color=white,person3_gender=male,0.003469823305304014
quantity_level=1vs5 & person3_profession=low,Interaction,0.03669256641375367,Interference (-),NEG,quantity_level=1vs5,person3_profession=low,0.0034476821925389168
quantity_level=1vs5 & person3_profession=high,Interaction,0.03664612967045958,Interference (-),NEG,quantity_level=1vs5,person3_profession=high,0.003443318934566465
quantity_level=1vs1 & person2_profession=high,Interaction,0.03629683236765889,Synergy (+),POS,quantity_level=1vs1,person2_profession=high,0.0034104984968465124
quantity_level=1vs10 & person3_color=black,Interaction,0.03628895487121506,Interference (-),NEG,quantity_level=1vs10,person3_color=black,0.0034097583168355276
person1_color=black & person1_profession=low,Interaction,0.036275513826112306,Interference (-),NEG,person1_color=black,person1_profession=low,0.0034084953784155945
person1_color=white & person1_gender=female,Interaction,0.036050071770562554,Interference (-),NEG,person1_color=white,person1_gender=female,0.003387312543952511
person3_color=black & person3_gender=female,Interaction,0.03592480716495414,Interference (-),NEG,person3_color=black,person3_gender=female,0.003375542515515643
person1_profession=low & person2_color=black,Interaction,0.03488125914298925,Synergy (+),POS,person1_profession=low,person2_color=black,0.003277489359685176
quantity_level=1vs10 & person1_profession=high,Interaction,0.03399137531613711,Synergy (+),POS,quantity_level=1vs10,person1_profession=high,0.0031938746953776797
quantity_level=1vs1 & person3_color=black,Interaction,0.0329639673896869,Synergy (+),POS,quantity_level=1vs1,person3_color=black,0.003097338084322641
quantity_level=1vs5 & person2_color=black,Interaction,0.03293854202420114,Synergy (+),POS,quantity_level=1vs5,person2_color=black,0.0030949490832689786
quantity_level=1vs10 & person1_gender=male,Interaction,0.0327849452123602,Synergy (+),POS,quantity_level=1vs10,person1_gender=male,0.003080516923167573
quantity_level=1vs10 & person2_gender=male,Interaction,0.032666594025517214,Synergy (+),POS,quantity_level=1vs10,person2_gender=male,0.0030693964887247133
quantity_level=1vs10 & person2_profession=high,Interaction,0.032566735926613036,Synergy (+),POS,quantity_level=1vs10,person2_profession=high,0.0030600136893453905
person2_profession=high & person3_profession=high,Interaction,0.03252472889732191,Synergy (+),POS,person2_profession=high,person3_profession=high,0.0030560666531742114
quantity_level=1vs1 & person2_color=black,Interaction,0.03230741043344203,Interference (-),NEG,quantity_level=1vs1,person2_color=black,0.0030356471221558595
person1_gender=male & person2_gender=female,Interaction,0.03193258464965206,Synergy (+),POS,person1_gender=male,person2_gender=female,0.003000427994512809
person1_profession=high & person2_profession=low,Interaction,0.03191965121193417,Interference (-),NEG,person1_profession=high,person2_profession=low,0.0029992127515558165
person2_profession=high & person2_gender=female,Interaction,0.03176627010466796,Synergy (+),POS,person2_profession=high,person2_gender=female,0.0029848008593422646
person3_color=white & person3_gender=female,Interaction,0.03167128482886468,Interference (-),NEG,person3_color=white,person3_gender=female,0.002975875916882595
quantity_level=1vs10 & person3_gender=female,Interaction,0.031436303654925585,Synergy (+),POS,quantity_level=1vs10,person3_gender=female,0.002953796774207308
quantity_level=1vs1 & person3_color=white,Interaction,0.03138533076315227,Synergy (+),POS,quantity_level=1vs1,person3_color=white,0.002949007293709067
person1_profession=low & person1_gender=female,Interaction,0.03132908341846881,Interference (-),NEG,person1_profession=low,person1_gender=female,0.002943722218621758
person3_color=black & person3_gender=male,Interaction,0.031170486994042065,Interference (-),NEG,person3_color=black,person3_gender=male,0.0029288202882925816
person2_gender=male & person3_gender=male,Interaction,0.030622975881396564,Synergy (+),POS,person2_gender=male,person3_gender=male,0.0028773754181791217
quantity_level=1vs10 & person3_profession=low,Interaction,0.030304893265235267,Synergy (+),POS,quantity_level=1vs10,person3_profession=low,0.002847487953804746
quantity_level=1vs5 & person2_gender=male,Interaction,0.030242931262529225,Synergy (+),POS,quantity_level=1vs5,person2_gender=male,0.002841665921872316
quantity_level=1vs5 & person3_color=black,Interaction,0.03012527031385521,Synergy (+),POS,quantity_level=1vs5,person3_color=black,0.0028306103431230303
person1_gender=female & person3_profession=high,Interaction,0.029872749345602703,Interference (-),NEG,person1_gender=female,person3_profession=high,0.0028068831381172638
person2_profession=low & person3_profession=high,Interaction,0.029848153746106193,Synergy (+),POS,person2_profession=low,person3_profession=high,0.0028045721029761744
person1_profession=high & person1_gender=male,Interaction,0.02925368381046778,Interference (-),NEG,person1_profession=high,person1_gender=male,0.0027487149195895124
quantity_level=1vs5 & person3_gender=male,Interaction,0.029060795257373692,Interference (-),NEG,quantity_level=1vs5,person3_gender=male,0.002730590855381297
person1_color=black & person3_color=black,Interaction,0.028751618485347658,Synergy (+),POS,person1_color=black,person3_color=black,0.002701540195930524
person2_color=white & person2_gender=male,Interaction,0.02871120235950676,Synergy (+),POS,person2_color=white,person2_gender=male,0.0026977426431569777
person1_profession=low & person3_gender=male,Interaction,0.028478450437825136,Synergy (+),POS,person1_profession=low,person3_gender=male,0.0026758729639796675
quantity_level=1vs1 & person2_profession=low,Interaction,0.028108337321093635,Synergy (+),POS,quantity_level=1vs1,person2_profession=low,0.0026410966447821646
person1_profession=low & person2_profession=low,Interaction,0.028075757334074317,Interference (-),NEG,person1_profession=low,person2_profession=low,0.0026380353860025784
person1_gender=male & person3_profession=high,Interaction,0.028073614436088214,Interference (-),NEG,person1_gender=male,person3_profession=high,0.0026378340364664405
person1_color=white & person1_profession=low,Interaction,0.027835502107491153,Interference (-),NEG,person1_color=white,person1_profession=low,0.0026154606863477542
person2_gender=male & person3_gender=female,Interaction,0.02771026908315302,Synergy (+),POS,person2_gender=male,person3_gender=female,0.002603693625328917
quantity_level=1vs10 & person2_profession=low,Interaction,0.02756533370478821,Synergy (+),POS,quantity_level=1vs10,person2_profession=low,0.002590075305001508
quantity_level=1vs1 & quantity_level=1vs5,Interaction,0.027507599032108334,Synergy (+),POS,quantity_level=1vs1,quantity_level=1vs5,0.002584650478603541
person2_profession=high & person3_color=black,Interaction,0.026697392151351345,Synergy (+),POS,person2_profession=high,person3_color=black,0.0025085223657983456
person1_color=white & person2_profession=low,Interaction,0.026237618751458146,Interference (-),NEG,person1_color=white,person2_profession=low,0.0024653214475104197
quantity_level=1vs1 & person3_profession=high,Interaction,0.026121277880676207,Interference (-),NEG,quantity_level=1vs1,person3_profession=high,0.002454389905030224
person2_color=black & person2_gender=female,Interaction,0.02595145006136832,Interference (-),NEG,person2_color=black,person2_gender=female,0.00243843265794581
person1_gender=male & person3_profession=low,Interaction,0.025876007088463042,Interference (-),NEG,person1_gender=male,person3_profession=low,0.0024313439361784437
person1_profession=low & person3_color=white,Interaction,0.025203482709226992,Synergy (+),POS,person1_profession=low,person3_color=white,0.002368152653775496
quantity_level=1vs10 & person2_gender=female,Interaction,0.025170599848340792,Synergy (+),POS,quantity_level=1vs10,person2_gender=female,0.0023650629365657835
person2_color=white & person3_gender=male,Interaction,0.025070427303928142,Synergy (+),POS,person2_color=white,person3_gender=male,0.0023556505914695477
person1_color=white & person2_profession=high,Interaction,0.02490534864809983,Synergy (+),POS,person1_color=white,person2_profession=high,0.002340139582082802
person1_profession=low & person2_profession=high,Interaction,0.02489096597960859,Interference (-),NEG,person1_profession=low,person2_profession=high,0.0023387881674807464
person1_profession=low & person2_color=white,Interaction,0.024741395632942052,Synergy (+),POS,person1_profession=low,person2_color=white,0.002324734339385996
quantity_level=1vs1 & person2_color=white,Interaction,0.024697943263991808,Interference (-),NEG,quantity_level=1vs1,person2_color=white,0.002320651497184006
quantity_level=1vs5 & person1_color=white,Interaction,0.024590448848587,Synergy (+),POS,quantity_level=1vs5,person1_color=white,0.0023105511793809533
person3_profession=low & person3_gender=male,Interaction,0.02433270142145362,Interference (-),NEG,person3_profession=low,person3_gender=male,0.0022863328893687456
quantity_level=1vs10 & person1_gender=female,Interaction,0.024053794882417125,Synergy (+),POS,quantity_level=1vs10,person1_gender=female,0.002260126461146316
person1_gender=female & person2_gender=female,Interaction,0.02393950892587659,Synergy (+),POS,person1_gender=female,person2_gender=female,0.0022493880011329437
person2_color=black & person3_gender=female,Interaction,0.023769513668509823,Synergy (+),POS,person2_color=black,person3_gender=female,0.0022334150213465047
quantity_level=1vs5 & person1_profession=high,Interaction,0.023693571592267832,Interference (-),NEG,quantity_level=1vs5,person1_profession=high,0.002226279403167837
quantity_level=1vs10 & person1_color=white,Interaction,0.023581206337232843,Interference (-),NEG,quantity_level=1vs10,person1_color=white,0.00221572141481467
person2_profession=low & person3_profession=low,Interaction,0.023579015924567844,Synergy (+),POS,person2_profession=low,person3_profession=low,0.0022155156007363013
quantity_level=1vs2 & person3_profession=high,Interaction,0.023577571164679643,Synergy (+),POS,quantity_level=1vs2,person3_profession=high,0.0022153798491815345
quantity_level=1vs2 & person1_profession=low,Interaction,0.023512061751886953,Synergy (+),POS,quantity_level=1vs2,person1_profession=low,0.002209224497893695
person2_profession=high & person3_gender=female,Interaction,0.02341586186066006,Synergy (+),POS,person2_profession=high,person3_gender=female,0.00220018542855831
person1_gender=female & person3_color=black,Interaction,0.023413402929255273,Synergy (+),POS,person1_gender=female,person3_color=black,0.00219995438410311
person2_gender=male & person3_color=white,Interaction,0.023353598707398254,Interference (-),NEG,person2_gender=male,person3_color=white,0.002194335100120352
quantity_level=1vs1 & person3_gender=male,Interaction,0.023332534301770822,Interference (-),NEG,quantity_level=1vs1,person3_gender=male,0.002192355860637368
quantity_level=1vs1 & person1_profession=high,Interaction,0.023315825971446772,Interference (-),NEG,quantity_level=1vs1,person1_profession=high,0.002190785923765803
person1_gender=male & person2_profession=high,Interaction,0.023082145739406288,Interference (-),NEG,person1_gender=male,person2_profession=high,0.0021688290193162866
person1_gender=female & person2_gender=male,Interaction,0.023079505082832873,Synergy (+),POS,person1_gender=female,person2_gender=male,0.0021685808997232844
person1_color=black & person2_profession=high,Interaction,0.02291982898978031,Interference (-),NEG,person1_color=black,person2_profession=high,0.0021535775222984456
person2_color=black & person2_gender=male,Interaction,0.022812210004705145,Synergy (+),POS,person2_color=black,person2_gender=male,0.002143465499763994
person1_color=black & person1_gender=female,Interaction,0.022573153503998675,Interference (-),NEG,person1_color=black,person1_gender=female,0.0021210034339819877
person1_color=black & person3_gender=male,Interaction,0.022366320453808458,Synergy (+),POS,person1_color=black,person3_gender=male,0.0021015691263369923
quantity_level=1vs5 & person2_profession=low,Interaction,0.022315604056653185,Synergy (+),POS,quantity_level=1vs5,person2_profession=low,0.0020968037464131604
person3_profession=high & person3_gender=male,Interaction,0.0221797252126637,Interference (-),NEG,person3_profession=high,person3_gender=male,0.0020840363900641173
person1_gender=male & person2_profession=low,Interaction,0.022131641524513412,Interference (-),NEG,person1_gender=male,person2_profession=low,0.0020795183829692195
person3_profession=high & person3_gender=female,Interaction,0.02210731357957744,Interference (-),NEG,person3_profession=high,person3_gender=female,0.0020772324970055336
quantity_level=1vs5 & person1_gender=female,Interaction,0.022097273684127075,Synergy (+),POS,quantity_level=1vs5,person1_gender=female,0.002076289135116674
person1_gender=female & person2_profession=high,Interaction,0.021943103989468155,Interference (-),NEG,person1_gender=female,person2_profession=high,0.0020618031461860802
person1_profession=high & person3_profession=high,Interaction,0.021912420110989136,Interference (-),NEG,person1_profession=high,person3_profession=high,0.002058920048279075
person1_gender=male & person3_gender=male,Interaction,0.021896829147528135,Synergy (+),POS,person1_gender=male,person3_gender=male,0.0020574551006795287
quantity_level=1vs10 & person3_profession=high,Interaction,0.021764254520044074,Synergy (+),POS,quantity_level=1vs10,person3_profession=high,0.002044998212894543
quantity_level=1vs5 & person1_gender=male,Interaction,0.02170147882825528,Synergy (+),POS,quantity_level=1vs5,person1_gender=male,0.0020390997256569915
person2_profession=high & person2_gender=male,Interaction,0.021697875086902876,Synergy (+),POS,person2_profession=high,person2_gender=male,0.0020387611133411586
person1_profession=low & person1_gender=male,Interaction,0.021697586931713687,Interference (-),NEG,person1_profession=low,person1_gender=male,0.002038734037897505
person1_gender=male & person2_gender=male,Interaction,0.02166785353039863,Synergy (+),POS,person1_gender=male,person2_gender=male,0.0020359402480851054
person1_color=black & person2_gender=female,Interaction,0.021615966230104974,Synergy (+),POS,person1_color=black,person2_gender=female,0.0020310648485498384
quantity_level=1vs2 & person1_color=white,Interaction,0.021606077705249516,Synergy (+),POS,quantity_level=1vs2,person1_color=white,0.0020301357096427857
quantity_level=1vs5 & person3_gender=female,Interaction,0.0215725452361657,Interference (-),NEG,quantity_level=1vs5,person3_gender=female,0.002026984954385481
quantity_level=1vs5 & person2_gender=female,Interaction,0.021541518920073305,Synergy (+),POS,quantity_level=1vs5,person2_gender=female,0.00202406968058627
quantity_level=1vs1 & person3_gender=female,Interaction,0.021404444465872564,Interference (-),NEG,quantity_level=1vs1,person3_gender=female,0.0020111899831164646
quantity_level=1vs5 & person1_color=black,Interaction,0.021362546625035346,Synergy (+),POS,quantity_level=1vs5,person1_color=black,0.0020072532064371925
person1_profession=high & person2_color=black,Interaction,0.02129541238297236,Synergy (+),POS,person1_profession=high,person2_color=black,0.0020009451840366827
quantity_level=1vs5 & person2_profession=high,Interaction,0.021285765259065646,Synergy (+),POS,quantity_level=1vs5,person2_profession=high,0.002000038727482858
quantity_level=1vs2 & person2_profession=low,Interaction,0.021197368915632477,Synergy (+),POS,quantity_level=1vs2,person2_profession=low,0.0019917328898452417
person1_gender=male & person3_color=black,Interaction,0.02118834016456596,Synergy (+),POS,person1_gender=male,person3_color=black,0.00199088453642341
quantity_level=1vs1 & person1_gender=male,Interaction,0.021033752262573112,Synergy (+),POS,quantity_level=1vs1,person1_gender=male,0.0019763592521772006
person2_color=black & person3_gender=male,Interaction,0.020890003121191818,Synergy (+),POS,person2_color=black,person3_gender=male,0.001962852392249646
person1_profession=high & person2_gender=male,Interaction,0.020869217099540004,Interference (-),NEG,person1_profession=high,person2_gender=male,0.001960899310094133
quantity_level=1vs1 & quantity_level=1vs10,Interaction,0.020581735422490016,Synergy (+),POS,quantity_level=1vs1,quantity_level=1vs10,0.001933887150533799
person1_color=white & person3_profession=low,Interaction,0.020544398471505805,Interference (-),NEG,person1_color=white,person3_profession=low,0.001930378921112602
quantity_level=1vs1 & person1_profession=low,Interaction,0.02046882746007174,Interference (-),NEG,quantity_level=1vs1,person1_profession=low,0.0019232781686752984
quantity_level=1vs1 & person1_color=black,Interaction,0.020382274507966022,Interference (-),NEG,quantity_level=1vs1,person1_color=black,0.0019151455385310438
person2_color=black & person2_profession=high,Interaction,0.020316717751018606,Synergy (+),POS,person2_color=black,person2_profession=high,0.0019089857387236504
quantity_level=1vs1 & person1_color=white,Interaction,0.019928377086227196,Synergy (+),POS,quantity_level=1vs1,person1_color=white,0.0018724967349417233
person1_color=white & person3_gender=male,Interaction,0.01970655254309511,Synergy (+),POS,person1_color=white,person3_gender=male,0.0018516538067420236
person1_gender=male & person3_color=white,Interaction,0.01962795453501217,Synergy (+),POS,person1_gender=male,person3_color=white,0.0018442686336859627
person2_profession=high & person3_gender=male,Interaction,0.019520394801587848,Synergy (+),POS,person2_profession=high,person3_gender=male,0.0018341621785151884
quantity_level=1vs2 & person3_color=white,Interaction,0.01927939406460221,Interference (-),NEG,quantity_level=1vs2,person3_color=white,0.0018115174297144423
person2_color=white & person2_profession=high,Interaction,0.01920532802912216,Interference (-),NEG,person2_color=white,person2_profession=high,0.0018045580868132926
person2_profession=low & person3_gender=male,Interaction,0.01918772035590043,Synergy (+),POS,person2_profession=low,person3_gender=male,0.001802903646490583
person1_color=white & person2_gender=male,Interaction,0.01914594881251793,Synergy (+),POS,person1_color=white,person2_gender=male,0.00179897873688762
person3_profession=low & person3_gender=female,Interaction,0.01910697374091765,Interference (-),NEG,person3_profession=low,person3_gender=female,0.00179531658748128
quantity_level=1vs10 & person1_color=black,Interaction,0.019032825144226613,Synergy (+),POS,quantity_level=1vs10,person1_color=black,0.0017883494870192744
person2_profession=low & person2_gender=female,Interaction,0.01886559959314066,Synergy (+),POS,person2_profession=low,person2_gender=female,0.0017726367525074565
person1_color=white & person3_gender=female,Interaction,0.018864120646230467,Synergy (+),POS,person1_color=white,person3_gender=female,0.0017724977886947736
person1_profession=high & person3_gender=male,Interaction,0.0187976610130943,Synergy (+),POS,person1_profession=high,person3_gender=male,0.0017662531534435215
person1_profession=high & person1_gender=female,Interaction,0.018729633024612356,Interference (-),NEG,person1_profession=high,person1_gender=female,0.0017598611534444283
quantity_level=1vs1 & person3_profession=low,Interaction,0.018688408419446217,Interference (-),NEG,quantity_level=1vs1,person3_profession=low,0.001755987634881484
person2_color=black & person2_profession=low,Interaction,0.018624633445109368,Interference (-),NEG,person2_color=black,person2_profession=low,0.001749995253730724
person2_profession=low & person2_gender=male,Interaction,0.01846043263217388,Synergy (+),POS,person2_profession=low,person2_gender=male,0.0017345667276261589
person2_profession=high & person3_profession=low,Interaction,0.018362682434709714,Synergy (+),POS,person2_profession=high,person3_profession=low,0.0017253819894610999
person1_gender=female & person2_color=black,Interaction,0.018320471528636653,Interference (-),NEG,person1_gender=female,person2_color=black,0.0017214157967571607
person2_profession=high & person3_color=white,Interaction,0.01829975461014525,Synergy (+),POS,person2_profession=high,person3_color=white,0.001719469207626227
person1_gender=female & person2_profession=low,Interaction,0.018225442300301136,Interference (-),NEG,person1_gender=female,person2_profession=low,0.0017124867244592834
person2_gender=female & person3_gender=male,Interaction,0.01822204700826045,Interference (-),NEG,person2_gender=female,person3_gender=male,0.001712167698317172
person1_color=white & person2_gender=female,Interaction,0.01820588972199958,Synergy (+),POS,person1_color=white,person2_gender=female,0.0017106495382764376
quantity_level=1vs2 & person3_color=black,Interaction,0.01813597578528177,Interference (-),NEG,quantity_level=1vs2,person3_color=black,0.00170408033208044
quantity_level=1vs5 & person1_profession=low,Interaction,0.018116801952628356,Interference (-),NEG,quantity_level=1vs5,person1_profession=low,0.0017022787333408893
person2_profession=low & person3_color=black,Interaction,0.01806529651341977,Synergy (+),POS,person2_profession=low,person3_color=black,0.0016974392139795023
person3_color=black & person3_profession=high,Interaction,0.01799749463554511,Synergy (+),POS,person3_color=black,person3_profession=high,0.0016910684596328795
person1_gender=female & person3_profession=low,Interaction,0.01776287235085482,Interference (-),NEG,person1_gender=female,person3_profession=low,0.0016690230386672777
person2_gender=female & person3_color=black,Interaction,0.017704428901171607,Synergy (+),POS,person2_gender=female,person3_color=black,0.0016635316146422787
person1_profession=low & person2_gender=male,Interaction,0.01767722000577323,Interference (-),NEG,person1_profession=low,person2_gender=male,0.0016609750307531649
person2_color=white & person2_gender=female,Interaction,0.017474515464488583,Interference (-),NEG,person2_color=white,person2_gender=female,0.0016419286432791098
person2_gender=female & person3_profession=high,Interaction,0.017280552545188132,Synergy (+),POS,person2_gender=female,person3_profession=high,0.0016237036301975946
person1_profession=high & person3_gender=female,Interaction,0.017149264558534896,Interference (-),NEG,person1_profession=high,person3_gender=female,0.0016113676368910872
person2_color=white & person2_profession=low,Interaction,0.017048829566763006,Interference (-),NEG,person2_color=white,person2_profession=low,0.0016019306318929864
quantity_level=1vs2 & person2_profession=high,Interaction,0.016987092749127217,Synergy (+),POS,quantity_level=1vs2,person2_profession=high,0.0015961297586483407
person1_profession=low & person3_color=black,Interaction,0.016978149230222006,Interference (-),NEG,person1_profession=low,person3_color=black,0.0015952894137533982
person1_color=black & person2_profession=low,Interaction,0.016942447436298975,Synergy (+),POS,person1_color=black,person2_profession=low,0.001591934825857797
person2_profession=low & person3_color=white,Interaction,0.0167743449639633,Synergy (+),POS,person2_profession=low,person3_color=white,0.0015761396946626068
person3_color=white & person3_profession=low,Interaction,0.0167339273273937,Synergy (+),POS,person3_color=white,person3_profession=low,0.0015723419999389887
quantity_level=1vs1 & person2_gender=male,Interaction,0.016718556855211668,Interference (-),NEG,quantity_level=1vs1,person2_gender=male,0.0015708977699923734
person1_profession=low & person2_gender=female,Interaction,0.01670817374306112,Interference (-),NEG,person1_profession=low,person2_gender=female,0.0015699221590072786
person1_profession=high & person2_gender=female,Interaction,0.016604113720486317,Interference (-),NEG,person1_profession=high,person2_gender=female,0.0015601445413083467
person2_gender=male & person3_profession=high,Interaction,0.01654897645891976,Synergy (+),POS,person2_gender=male,person3_profession=high,0.0015549637711026105
person1_profession=high & person3_color=white,Interaction,0.016543381967787298,Interference (-),NEG,person1_profession=high,person3_color=white,0.0015544381052978202
person2_color=black & person3_profession=high,Interaction,0.01637763894829483,Synergy (+),POS,person2_color=black,person3_profession=high,0.001538864671420281
person2_profession=low & person3_gender=female,Interaction,0.016066460242022573,Synergy (+),POS,person2_profession=low,person3_gender=female,0.0015096259075732794
quantity_level=1vs2 & person2_gender=female,Interaction,0.01603524836603474,Interference (-),NEG,quantity_level=1vs2,person2_gender=female,0.0015066931983202508
quantity_level=1vs2 & person2_gender=male,Interaction,0.016002961057372905,Interference (-),NEG,quantity_level=1vs2,person2_gender=male,0.0015036594399872088
person3_color=black & person3_profession=low,Interaction,0.015972369736691788,Synergy (+),POS,person3_color=black,person3_profession=low,0.001500785038933621
person1_gender=male & person2_color=white,Interaction,0.015841111837579903,Synergy (+),POS,person1_gender=male,person2_color=white,0.0014884518726923934
quantity_level=1vs2 & person1_profession=high,Interaction,0.015819235878199656,Synergy (+),POS,quantity_level=1vs2,person1_profession=high,0.0014863963785427198
person2_gender=male & person3_color=black,Interaction,0.01569850814585492,Interference (-),NEG,person2_gender=male,person3_color=black,0.0014750526407333487
person2_gender=female & person3_gender=female,Interaction,0.015599337374689293,Synergy (+),POS,person2_gender=female,person3_gender=female,0.0014657344235796987
quantity_level=1vs2 & person1_color=black,Interaction,0.01557893677313737,Synergy (+),POS,quantity_level=1vs2,person1_color=black,0.001463817556007817
person2_color=white & person3_profession=low,Interaction,0.015530508028297637,Synergy (+),POS,person2_color=white,person3_profession=low,0.0014592671269288528
quantity_level=1vs1 & person2_gender=female,Interaction,0.01550319810312603,Synergy (+),POS,quantity_level=1vs1,person2_gender=female,0.0014567010501482867
