Feature,Type,Importance,Direction,Impact_Code,Component_A,Component_B,Normalized_Importance
quantity_level=1vs1 & person1_color=black,Interaction,0.1109269,Synergy (+),POS,quantity_level=1vs1,person1_color=black,0.0069220676
quantity_level=1vs5 & person3_gender=female,Interaction,0.10973172,Synergy (+),POS,quantity_level=1vs5,person3_gender=female,0.006847486
quantity_level=1vs1 & person1_profession=high,Interaction,0.10789963,Synergy (+),POS,quantity_level=1vs1,person1_profession=high,0.00673316
quantity_level=1vs10 & person2_color=black,Interaction,0.1060092,Synergy (+),POS,quantity_level=1vs10,person2_color=black,0.006615193
quantity_level=1vs10 & person2_profession=high,Interaction,0.104537115,Synergy (+),POS,quantity_level=1vs10,person2_profession=high,0.006523332
quantity_level=1vs5 & person1_gender=female,Interaction,0.10185136,Synergy (+),POS,quantity_level=1vs5,person1_gender=female,0.0063557355
quantity_level=1vs1 & person3_profession=high,Interaction,0.10161618,Synergy (+),POS,quantity_level=1vs1,person3_profession=high,0.0063410597
quantity_level=1vs5 & person1_profession=high,Interaction,0.100759484,Synergy (+),POS,quantity_level=1vs5,person1_profession=high,0.0062876
quantity_level=1vs1 & person1_gender=female,Interaction,0.096427344,Synergy (+),POS,quantity_level=1vs1,person1_gender=female,0.0060172654
quantity_level=1vs10 & person3_profession=high,Interaction,0.090218686,Synergy (+),POS,quantity_level=1vs10,person3_profession=high,0.0056298324
quantity_level=1vs10 & person2_gender=female,Interaction,0.089334294,Synergy (+),POS,quantity_level=1vs10,person2_gender=female,0.0055746445
quantity_level=1vs2 & person3_color=black,Interaction,0.08790211,Synergy (+),POS,quantity_level=1vs2,person3_color=black,0.005485273
quantity_level=1vs10 & person1_gender=female,Interaction,0.08439356,Synergy (+),POS,quantity_level=1vs10,person1_gender=female,0.0052663325
quantity_level=1vs1 & person2_gender=female,Interaction,0.08383382,Synergy (+),POS,quantity_level=1vs1,person2_gender=female,0.0052314037
quantity_level=1vs2 & person1_color=black,Interaction,0.08032077,Synergy (+),POS,quantity_level=1vs2,person1_color=black,0.005012182
quantity_level=1vs2 & person3_profession=high,Interaction,0.07909579,Synergy (+),POS,quantity_level=1vs2,person3_profession=high,0.0049357405
quantity_level=1vs10 & person1_color=black,Interaction,0.078258224,Synergy (+),POS,quantity_level=1vs10,person1_color=black,0.004883475
quantity_level=1vs2 & person1_profession=high,Interaction,0.07644557,Synergy (+),POS,quantity_level=1vs2,person1_profession=high,0.004770362
quantity_level=1vs2 & person2_color=black,Interaction,0.056242842,Synergy (+),POS,quantity_level=1vs2,person2_color=black,0.0035096696
quantity_level=1vs2 & person3_gender=female,Interaction,0.05437292,Synergy (+),POS,quantity_level=1vs2,person3_gender=female,0.0033929828
quantity_level=1vs2 & person2_gender=female,Interaction,0.0527563,Synergy (+),POS,quantity_level=1vs2,person2_gender=female,0.0032921021
quantity_level=1vs2 & person2_profession=high,Interaction,0.052083615,Synergy (+),POS,quantity_level=1vs2,person2_profession=high,0.0032501253
quantity_level=1vs2 & person1_gender=female,Interaction,0.04678964,Synergy (+),POS,quantity_level=1vs2,person1_gender=female,0.00291977
quantity_level=1vs10 & quantity_level=1vs5,Interaction,0.03748954,Synergy (+),POS,quantity_level=1vs10,quantity_level=1vs5,0.0023394248
quantity_level=1vs1 & quantity_level=1vs5,Interaction,0.023710493,Synergy (+),POS,quantity_level=1vs1,quantity_level=1vs5,0.0014795838
quantity_level=1vs1 & quantity_level=1vs10,Interaction,0.016312703,Interference (-),NEG,quantity_level=1vs1,quantity_level=1vs10,0.0010179464
quantity_level=1vs10 & quantity_level=1vs2,Interaction,0.008241078,Synergy (+),POS,quantity_level=1vs10,quantity_level=1vs2,0.0005142603
quantity_level=1vs2 & quantity_level=1vs5,Interaction,0.006457739,Synergy (+),POS,quantity_level=1vs2,quantity_level=1vs5,0.00040297626
person3_gender=male,Main Effect,0.0,Negative (Promotes 0),Unknown,person3_gender=male,-,0.0
person2_color=white,Main Effect,0.0,Negative (Promotes 0),Unknown,person2_color=white,-,0.0
person1_gender=male,Main Effect,0.0,Negative (Promotes 0),Unknown,person1_gender=male,-,0.0
person1_color=white,Main Effect,0.0,Negative (Promotes 0),Unknown,person1_color=white,-,0.0
person1_profession=low,Main Effect,0.0,Negative (Promotes 0),Unknown,person1_profession=low,-,0.0
person2_gender=male,Main Effect,0.0,Negative (Promotes 0),Unknown,person2_gender=male,-,0.0
person2_profession=low,Main Effect,0.0,Negative (Promotes 0),Unknown,person2_profession=low,-,0.0
person3_color=white,Main Effect,0.0,Negative (Promotes 0),Unknown,person3_color=white,-,0.0
person3_profession=low,Main Effect,0.0,Negative (Promotes 0),Unknown,person3_profession=low,-,0.0
